codigo_actividad,codigo_participante,estado_asistencia,completo_actividad,horas_participacion,fecha_registro
ACT-010,PAR-032,Presente,True,4.0,2025-01-19
ACT-010,PAR-084,Ausente,False,0.0,2025-01-19
ACT-010,PAR-095,Presente,True,4.0,2025-01-19
ACT-010,PAR-105,Presente,True,4.0,2025-01-19
ACT-010,PAR-115,Presente,True,4.0,2025-01-19
ACT-010,PAR-129,Retiro temprano,False,2.06,2025-01-19
ACT-010,PAR-136,Presente,True,4.0,2025-01-19
ACT-010,PAR-069,Presente,True,4.0,2025-01-19
ACT-010,PAR-135,Presente,False,3.33,2025-01-19
ACT-010,PAR-141,Presente,True,4.0,2025-01-19
ACT-010,PAR-071,Presente,True,4.0,2025-01-19
ACT-010,PAR-034,Presente,True,4.0,2025-01-19
ACT-010,PAR-057,Presente,True,4.0,2025-01-19
ACT-010,PAR-042,Retiro temprano,False,1.39,2025-01-19
ACT-010,PAR-104,Presente,True,4.0,2025-01-19
ACT-010,PAR-023,Presente,True,4.0,2025-01-19
ACT-010,PAR-038,Ausente,False,0.0,2025-01-19
ACT-010,PAR-106,Presente,True,4.0,2025-01-19
ACT-010,PAR-142,Presente,True,4.0,2025-01-19
ACT-010,PAR-050,Presente,True,4.0,2025-01-19
ACT-010,PAR-109,Presente,True,4.0,2025-01-19
ACT-010,PAR-132,Presente,True,4.0,2025-01-19
ACT-010,PAR-041,Presente,True,4.0,2025-01-19
ACT-010,PAR-121,Presente,True,4.0,2025-01-19
ACT-010,PAR-062,Presente,False,2.44,2025-01-19
ACT-010,PAR-139,Presente,False,3.56,2025-01-19
ACT-010,PAR-063,Presente,True,4.0,2025-01-19
ACT-010,PAR-138,Presente,True,4.0,2025-01-19
ACT-010,PAR-056,Presente,True,4.0,2025-01-19
ACT-010,PAR-144,Presente,True,4.0,2025-01-19
ACT-010,PAR-043,Presente,True,4.0,2025-01-19
ACT-010,PAR-102,Presente,True,4.0,2025-01-19
ACT-010,PAR-145,Presente,True,4.0,2025-01-19
ACT-010,PAR-040,Presente,True,4.0,2025-01-19
ACT-010,PAR-101,Ausente,False,0.0,2025-01-19
ACT-010,PAR-059,Retiro temprano,False,1.33,2025-01-19
ACT-010,PAR-134,Ausente,False,0.0,2025-01-19
ACT-010,PAR-004,Presente,True,4.0,2025-01-19
ACT-010,PAR-133,Presente,False,2.99,2025-01-19
ACT-028,PAR-102,Presente,True,6.0,2025-02-28
ACT-028,PAR-050,Ausente,False,0.0,2025-02-28
ACT-028,PAR-069,Presente,True,6.0,2025-02-28
ACT-028,PAR-101,Presente,True,6.0,2025-02-28
ACT-028,PAR-109,Presente,True,6.0,2025-02-28
ACT-028,PAR-043,Retiro temprano,False,3.05,2025-02-28
ACT-028,PAR-145,Presente,True,6.0,2025-02-28
ACT-028,PAR-011,Presente,True,6.0,2025-02-28
ACT-028,PAR-045,Presente,True,6.0,2025-02-28
ACT-028,PAR-063,Presente,True,6.0,2025-02-28
ACT-028,PAR-132,Presente,True,6.0,2025-02-28
ACT-028,PAR-106,Presente,True,6.0,2025-02-28
ACT-028,PAR-095,Presente,True,6.0,2025-02-28
ACT-028,PAR-136,Presente,True,6.0,2025-02-28
ACT-028,PAR-144,Ausente,False,0.0,2025-02-28
ACT-028,PAR-038,Retiro temprano,False,1.95,2025-02-28
ACT-028,PAR-105,Presente,True,6.0,2025-02-28
ACT-028,PAR-142,Presente,True,6.0,2025-02-28
ACT-028,PAR-004,Presente,True,6.0,2025-02-28
ACT-028,PAR-129,Presente,True,6.0,2025-02-28
ACT-030,PAR-011,Retiro temprano,False,2.98,2025-03-17
ACT-030,PAR-014,Presente,True,5.0,2025-03-17
ACT-030,PAR-018,Retiro temprano,False,2.14,2025-03-17
ACT-030,PAR-032,Presente,True,5.0,2025-03-17
ACT-030,PAR-084,Presente,True,5.0,2025-03-17
ACT-030,PAR-095,Presente,True,5.0,2025-03-17
ACT-030,PAR-105,Presente,True,5.0,2025-03-17
ACT-030,PAR-115,Ausente,False,0.0,2025-03-17
ACT-030,PAR-129,Presente,True,5.0,2025-03-17
ACT-030,PAR-136,Presente,True,5.0,2025-03-17
ACT-030,PAR-144,Presente,False,4.18,2025-03-17
ACT-030,PAR-102,Presente,True,5.0,2025-03-17
ACT-030,PAR-063,Presente,True,5.0,2025-03-17
ACT-030,PAR-056,Presente,True,5.0,2025-03-17
ACT-030,PAR-071,Presente,True,5.0,2025-03-17
ACT-030,PAR-132,Presente,True,5.0,2025-03-17
ACT-030,PAR-042,Ausente,False,0.0,2025-03-17
ACT-030,PAR-045,Presente,True,5.0,2025-03-17
ACT-030,PAR-038,Presente,True,5.0,2025-03-17
ACT-030,PAR-050,Presente,True,5.0,2025-03-17
ACT-030,PAR-040,Presente,True,5.0,2025-03-17
ACT-030,PAR-138,Presente,True,5.0,2025-03-17
ACT-030,PAR-104,Presente,True,5.0,2025-03-17
ACT-030,PAR-041,Ausente,False,0.0,2025-03-17
ACT-030,PAR-109,Presente,True,5.0,2025-03-17
ACT-030,PAR-142,Presente,True,5.0,2025-03-17
ACT-030,PAR-057,Presente,True,5.0,2025-03-17
ACT-030,PAR-141,Ausente,False,0.0,2025-03-17
ACT-030,PAR-023,Presente,True,5.0,2025-03-17
ACT-030,PAR-034,Presente,True,5.0,2025-03-17
ACT-030,PAR-059,Presente,True,5.0,2025-03-17
ACT-030,PAR-139,Presente,True,5.0,2025-03-17
ACT-030,PAR-133,Presente,True,5.0,2025-03-17
ACT-030,PAR-062,Presente,True,5.0,2025-03-17
ACT-030,PAR-106,Presente,True,5.0,2025-03-17
ACT-030,PAR-043,Retiro temprano,False,1.82,2025-03-17
ACT-030,PAR-135,Presente,True,5.0,2025-03-17
ACT-030,PAR-088,Presente,True,5.0,2025-03-17
ACT-030,PAR-134,Presente,True,5.0,2025-03-17
ACT-030,PAR-069,Retiro temprano,False,1.97,2025-03-17
ACT-030,PAR-145,Presente,True,5.0,2025-03-17
ACT-030,PAR-004,Presente,False,3.04,2025-03-17
ACT-030,PAR-101,Ausente,False,0.0,2025-03-17
ACT-020,PAR-010,Presente,True,8.0,2025-07-25
ACT-020,PAR-011,Ausente,False,0.0,2025-07-25
ACT-020,PAR-014,Presente,True,8.0,2025-07-25
ACT-020,PAR-017,Presente,True,8.0,2025-07-25
ACT-020,PAR-018,Presente,True,8.0,2025-07-25
ACT-020,PAR-032,Retiro temprano,False,4.55,2025-07-25
ACT-020,PAR-033,Presente,True,8.0,2025-07-25
ACT-020,PAR-077,Presente,True,8.0,2025-07-25
ACT-020,PAR-082,Ausente,False,0.0,2025-07-25
ACT-020,PAR-084,Presente,False,6.86,2025-07-25
ACT-020,PAR-095,Presente,True,8.0,2025-07-25
ACT-020,PAR-096,Retiro temprano,False,3.38,2025-07-25
ACT-020,PAR-100,Ausente,False,0.0,2025-07-25
ACT-020,PAR-105,Presente,True,8.0,2025-07-25
ACT-020,PAR-115,Ausente,False,0.0,2025-07-25
ACT-020,PAR-119,Presente,True,8.0,2025-07-25
ACT-020,PAR-128,Presente,True,8.0,2025-07-25
ACT-020,PAR-129,Presente,True,8.0,2025-07-25
ACT-020,PAR-131,Presente,False,6.34,2025-07-25
ACT-020,PAR-136,Presente,True,8.0,2025-07-25
ACT-020,PAR-064,Presente,True,8.0,2025-07-25
ACT-020,PAR-132,Presente,True,8.0,2025-07-25
ACT-020,PAR-023,Presente,True,8.0,2025-07-25
ACT-020,PAR-034,Ausente,False,0.0,2025-07-25
ACT-020,PAR-022,Presente,True,8.0,2025-07-25
ACT-020,PAR-141,Presente,True,8.0,2025-07-25
ACT-020,PAR-045,Presente,True,8.0,2025-07-25
ACT-020,PAR-079,Retiro temprano,False,2.66,2025-07-25
ACT-017,PAR-104,Retiro temprano,False,1.69,2025-08-16
ACT-017,PAR-129,Presente,True,5.0,2025-08-16
ACT-017,PAR-057,Presente,True,5.0,2025-08-16
ACT-017,PAR-136,Presente,True,5.0,2025-08-16
ACT-017,PAR-109,Retiro temprano,False,2.03,2025-08-16
ACT-017,PAR-101,Presente,True,5.0,2025-08-16
ACT-017,PAR-014,Presente,True,5.0,2025-08-16
ACT-017,PAR-050,Presente,True,5.0,2025-08-16
ACT-017,PAR-041,Presente,True,5.0,2025-08-16
ACT-017,PAR-139,Presente,True,5.0,2025-08-16
ACT-017,PAR-038,Presente,True,5.0,2025-08-16
ACT-017,PAR-138,Presente,True,5.0,2025-08-16
ACT-017,PAR-040,Presente,True,5.0,2025-08-16
ACT-017,PAR-056,Presente,True,5.0,2025-08-16
ACT-017,PAR-105,Presente,True,5.0,2025-08-16
ACT-017,PAR-023,Presente,True,5.0,2025-08-16
ACT-017,PAR-069,Presente,False,3.69,2025-08-16
ACT-017,PAR-106,Presente,True,5.0,2025-08-16
ACT-017,PAR-135,Presente,True,5.0,2025-08-16
ACT-017,PAR-115,Presente,True,5.0,2025-08-16
ACT-017,PAR-063,Presente,True,5.0,2025-08-16
ACT-017,PAR-062,Presente,True,5.0,2025-08-16
ACT-017,PAR-102,Presente,True,5.0,2025-08-16
ACT-017,PAR-144,Presente,False,3.13,2025-08-16
ACT-017,PAR-004,Presente,True,5.0,2025-08-16
ACT-017,PAR-134,Presente,False,3.57,2025-08-16
ACT-017,PAR-145,Ausente,False,0.0,2025-08-16
ACT-017,PAR-059,Ausente,False,0.0,2025-08-16
ACT-017,PAR-045,Presente,True,5.0,2025-08-16
ACT-017,PAR-142,Presente,True,5.0,2025-08-16
ACT-017,PAR-032,Retiro temprano,False,2.52,2025-08-16
ACT-017,PAR-132,Presente,True,5.0,2025-08-16
ACT-017,PAR-088,Presente,True,5.0,2025-08-16
ACT-017,PAR-043,Retiro temprano,False,2.08,2025-08-16
ACT-017,PAR-084,Presente,True,5.0,2025-08-16
ACT-017,PAR-011,Presente,True,5.0,2025-08-16
ACT-025,PAR-138,Presente,True,7.0,2025-10-04
ACT-025,PAR-023,Presente,True,7.0,2025-10-04
ACT-025,PAR-082,Presente,True,7.0,2025-10-04
ACT-025,PAR-009,Presente,True,7.0,2025-10-04
ACT-025,PAR-080,Ausente,False,0.0,2025-10-04
ACT-025,PAR-141,Presente,True,7.0,2025-10-04
ACT-025,PAR-101,Ausente,False,0.0,2025-10-04
ACT-025,PAR-059,Retiro temprano,False,3.2,2025-10-04
ACT-025,PAR-006,Presente,True,7.0,2025-10-04
ACT-025,PAR-034,Presente,True,7.0,2025-10-04
ACT-025,PAR-139,Presente,True,7.0,2025-10-04
ACT-025,PAR-032,Presente,True,7.0,2025-10-04
ACT-025,PAR-018,Ausente,False,0.0,2025-10-04
ACT-025,PAR-025,Presente,False,5.95,2025-10-04
ACT-025,PAR-071,Presente,True,7.0,2025-10-04
ACT-025,PAR-013,Retiro temprano,False,3.17,2025-10-04
ACT-025,PAR-131,Presente,True,7.0,2025-10-04
ACT-025,PAR-100,Presente,True,7.0,2025-10-04
ACT-025,PAR-061,Presente,True,7.0,2025-10-04
ACT-025,PAR-021,Presente,True,7.0,2025-10-04
ACT-025,PAR-060,Presente,True,7.0,2025-10-04
ACT-025,PAR-064,Presente,True,7.0,2025-10-04
ACT-025,PAR-017,Presente,True,7.0,2025-10-04
ACT-025,PAR-120,Ausente,False,0.0,2025-10-04
ACT-025,PAR-011,Presente,True,7.0,2025-10-04
ACT-025,PAR-104,Presente,True,7.0,2025-10-04
ACT-025,PAR-126,Presente,True,7.0,2025-10-04
ACT-025,PAR-079,Presente,True,7.0,2025-10-04
ACT-025,PAR-062,Presente,True,7.0,2025-10-04
ACT-025,PAR-127,Presente,True,7.0,2025-10-04
ACT-025,PAR-084,Presente,False,4.77,2025-10-04
ACT-025,PAR-144,Presente,False,5.88,2025-10-04
ACT-025,PAR-077,Presente,True,7.0,2025-10-04
ACT-025,PAR-102,Presente,True,7.0,2025-10-04
ACT-025,PAR-020,Ausente,False,0.0,2025-10-04
ACT-025,PAR-076,Presente,True,7.0,2025-10-04
ACT-025,PAR-029,Presente,True,7.0,2025-10-04
ACT-025,PAR-096,Presente,True,7.0,2025-10-04
ACT-025,PAR-043,Retiro temprano,False,2.9,2025-10-04
ACT-027,PAR-010,Presente,False,6.41,2025-10-24
ACT-027,PAR-011,Presente,True,8.0,2025-10-24
ACT-027,PAR-014,Presente,True,8.0,2025-10-24
ACT-027,PAR-017,Presente,True,8.0,2025-10-24
ACT-027,PAR-018,Presente,True,8.0,2025-10-24
ACT-027,PAR-032,Presente,True,8.0,2025-10-24
ACT-027,PAR-033,Presente,False,4.93,2025-10-24
ACT-027,PAR-077,Presente,True,8.0,2025-10-24
ACT-027,PAR-082,Presente,False,6.89,2025-10-24
ACT-027,PAR-084,Ausente,False,0.0,2025-10-24
ACT-027,PAR-095,Presente,True,8.0,2025-10-24
ACT-027,PAR-096,Presente,True,8.0,2025-10-24
ACT-027,PAR-100,Presente,True,8.0,2025-10-24
ACT-027,PAR-115,Presente,True,8.0,2025-10-24
ACT-027,PAR-119,Presente,True,8.0,2025-10-24
ACT-027,PAR-128,Presente,True,8.0,2025-10-24
ACT-027,PAR-129,Presente,True,8.0,2025-10-24
ACT-027,PAR-131,Presente,True,8.0,2025-10-24
ACT-027,PAR-136,Presente,True,8.0,2025-10-24
ACT-027,PAR-060,Presente,True,8.0,2025-10-24
ACT-027,PAR-076,Retiro temprano,False,3.85,2025-10-24
ACT-027,PAR-064,Presente,True,8.0,2025-10-24
ACT-027,PAR-104,Presente,True,8.0,2025-10-24
ACT-027,PAR-065,Presente,False,5.67,2025-10-24
ACT-027,PAR-026,Retiro temprano,False,2.94,2025-10-24
ACT-027,PAR-071,Presente,True,8.0,2025-10-24
ACT-027,PAR-056,Presente,True,8.0,2025-10-24
ACT-027,PAR-042,Presente,True,8.0,2025-10-24
ACT-027,PAR-133,Ausente,False,0.0,2025-10-24
ACT-027,PAR-069,Presente,True,8.0,2025-10-24
ACT-027,PAR-022,Presente,True,8.0,2025-10-24
ACT-027,PAR-013,Presente,True,8.0,2025-10-24
ACT-027,PAR-046,Presente,True,8.0,2025-10-24
ACT-027,PAR-126,Ausente,False,0.0,2025-10-24
ACT-035,PAR-010,Presente,True,4.0,2025-10-29
ACT-035,PAR-017,Presente,True,4.0,2025-10-29
ACT-035,PAR-033,Presente,False,3.0,2025-10-29
ACT-035,PAR-077,Presente,False,3.5,2025-10-29
ACT-035,PAR-082,Presente,True,4.0,2025-10-29
ACT-035,PAR-096,Presente,False,2.94,2025-10-29
ACT-035,PAR-100,Presente,True,4.0,2025-10-29
ACT-035,PAR-119,Presente,True,4.0,2025-10-29
ACT-035,PAR-128,Presente,True,4.0,2025-10-29
ACT-035,PAR-131,Presente,True,4.0,2025-10-29
ACT-035,PAR-006,Presente,True,4.0,2025-10-29
ACT-035,PAR-076,Presente,True,4.0,2025-10-29
ACT-035,PAR-022,Presente,True,4.0,2025-10-29
ACT-035,PAR-075,Presente,False,3.18,2025-10-29
ACT-035,PAR-127,Presente,True,4.0,2025-10-29
ACT-035,PAR-125,Presente,True,4.0,2025-10-29
ACT-035,PAR-026,Presente,True,4.0,2025-10-29
ACT-035,PAR-137,Presente,True,4.0,2025-10-29
ACT-035,PAR-079,Presente,True,4.0,2025-10-29
ACT-035,PAR-046,Presente,True,4.0,2025-10-29
ACT-035,PAR-013,Presente,True,4.0,2025-10-29
ACT-035,PAR-065,Presente,True,4.0,2025-10-29
ACT-035,PAR-120,Ausente,False,0.0,2025-10-29
ACT-035,PAR-009,Retiro temprano,False,2.0,2025-10-29
ACT-035,PAR-064,Presente,True,4.0,2025-10-29
ACT-035,PAR-021,Presente,True,4.0,2025-10-29
ACT-035,PAR-126,Presente,True,4.0,2025-10-29
ACT-035,PAR-061,Presente,True,4.0,2025-10-29
ACT-035,PAR-089,Presente,True,4.0,2025-10-29
ACT-035,PAR-080,Presente,True,4.0,2025-10-29
ACT-035,PAR-060,Presente,True,4.0,2025-10-29
ACT-035,PAR-003,Presente,True,4.0,2025-10-29
ACT-035,PAR-029,Presente,True,4.0,2025-10-29
ACT-035,PAR-020,Presente,False,2.75,2025-10-29
ACT-035,PAR-054,Presente,False,2.87,2025-10-29
ACT-035,PAR-025,Presente,False,2.78,2025-10-29
ACT-035,PAR-031,Presente,True,4.0,2025-10-29
ACT-035,PAR-044,Presente,True,4.0,2025-10-29
ACT-035,PAR-058,Presente,False,3.4,2025-10-29
ACT-035,PAR-111,Presente,True,4.0,2025-10-29
ACT-034,PAR-010,Presente,True,7.0,2025-11-12
ACT-034,PAR-017,Presente,True,7.0,2025-11-12
ACT-034,PAR-033,Presente,True,7.0,2025-11-12
ACT-034,PAR-077,Presente,True,7.0,2025-11-12
ACT-034,PAR-082,Presente,True,7.0,2025-11-12
ACT-034,PAR-096,Presente,True,7.0,2025-11-12
ACT-034,PAR-100,Presente,True,7.0,2025-11-12
ACT-034,PAR-119,Presente,True,7.0,2025-11-12
ACT-034,PAR-128,Presente,True,7.0,2025-11-12
ACT-034,PAR-131,Presente,False,5.93,2025-11-12
ACT-034,PAR-022,Presente,True,7.0,2025-11-12
ACT-034,PAR-126,Presente,True,7.0,2025-11-12
ACT-034,PAR-127,Presente,True,7.0,2025-11-12
ACT-034,PAR-046,Presente,False,5.63,2025-11-12
ACT-034,PAR-026,Presente,True,7.0,2025-11-12
ACT-034,PAR-125,Presente,True,7.0,2025-11-12
ACT-034,PAR-020,Presente,True,7.0,2025-11-12
ACT-034,PAR-013,Presente,True,7.0,2025-11-12
ACT-034,PAR-006,Presente,True,7.0,2025-11-12
ACT-034,PAR-075,Presente,True,7.0,2025-11-12
ACT-034,PAR-089,Presente,True,7.0,2025-11-12
ACT-034,PAR-120,Presente,False,4.55,2025-11-12
ACT-034,PAR-137,Presente,True,7.0,2025-11-12
ACT-034,PAR-021,Ausente,False,0.0,2025-11-12
ACT-034,PAR-065,Ausente,False,0.0,2025-11-12
ACT-034,PAR-076,Presente,True,7.0,2025-11-12
ACT-034,PAR-061,Presente,True,7.0,2025-11-12
ACT-034,PAR-111,Ausente,False,0.0,2025-11-12
ACT-034,PAR-064,Presente,True,7.0,2025-11-12
ACT-034,PAR-060,Presente,True,7.0,2025-11-12
ACT-034,PAR-044,Presente,False,5.77,2025-11-12
ACT-034,PAR-079,Ausente,False,0.0,2025-11-12
ACT-034,PAR-031,Presente,True,7.0,2025-11-12
ACT-034,PAR-080,Ausente,False,0.0,2025-11-12
ACT-034,PAR-054,Ausente,False,0.0,2025-11-12
ACT-034,PAR-058,Presente,True,7.0,2025-11-12
ACT-023,PAR-017,Presente,True,8.0,2025-11-17
ACT-023,PAR-125,Presente,True,8.0,2025-11-17
ACT-023,PAR-003,Presente,False,5.15,2025-11-17
ACT-023,PAR-021,Presente,True,8.0,2025-11-17
ACT-023,PAR-077,Presente,True,8.0,2025-11-17
ACT-023,PAR-060,Presente,True,8.0,2025-11-17
ACT-023,PAR-025,Presente,True,8.0,2025-11-17
ACT-023,PAR-137,Retiro temprano,False,2.41,2025-11-17
ACT-023,PAR-127,Presente,True,8.0,2025-11-17
ACT-023,PAR-079,Presente,True,8.0,2025-11-17
ACT-023,PAR-022,Presente,True,8.0,2025-11-17
ACT-023,PAR-089,Presente,True,8.0,2025-11-17
ACT-023,PAR-013,Presente,True,8.0,2025-11-17
ACT-023,PAR-075,Retiro temprano,False,2.93,2025-11-17
ACT-023,PAR-026,Presente,True,8.0,2025-11-17
ACT-023,PAR-100,Presente,True,8.0,2025-11-17
ACT-023,PAR-058,Presente,False,7.04,2025-11-17
ACT-023,PAR-010,Presente,True,8.0,2025-11-17
ACT-023,PAR-006,Presente,True,8.0,2025-11-17
ACT-023,PAR-076,Retiro temprano,False,2.64,2025-11-17
ACT-023,PAR-033,Presente,True,8.0,2025-11-17
ACT-023,PAR-031,Retiro temprano,False,2.71,2025-11-17
ACT-023,PAR-126,Presente,True,8.0,2025-11-17
ACT-023,PAR-120,Presente,False,5.56,2025-11-17
